S. No.,university,college,College Type,State Name,District Name
27147,"Rajasthan Technical University, Kota ","Yagyavalkya Institute of Technology,Jaipur ",Affiliated College,Rajasthan,Jaipur
27148,"Rajasthan University, Jaipur ","Aadarsh B.Ed. College, Jaipur ",Affiliated College,Rajasthan,Jaipur
27149,"Rajasthan University, Jaipur ","Aadarsh Mahavidyalaya, Jaipur ",Affiliated College,Rajasthan,Jaipur
27150,"Rajasthan University, Jaipur ","Aatmaram College, Jaipur ",Affiliated College,Rajasthan,Jaipur
27151,"Rajasthan University, Jaipur ","Aatma Ram TT College, Jaipur ",Affiliated College,Rajasthan,Jaipur
27152,"Rajasthan University, Jaipur ","Abhinav International College for Girls, Jaipur ",Affiliated College,Rajasthan,Jaipur
27153,"Rajasthan University, Jaipur ","Acharya Chankya Shikshak Pratishan, Jaipur ",Affiliated College,Rajasthan,Jaipur
27154,"Rajasthan University, Jaipur ","Adarsh Bal Shala Mahila Shikshak Prashikshan Mahavi., Jaipur ",Affiliated College,Rajasthan,Jaipur
27155,"Rajasthan University, Jaipur ","Adarsh Career College, Jhunjhunun ",Affiliated College,Rajasthan,Jhunjhunun
27156,"Rajasthan University, Jaipur ","Adarsh Mahavidyalaya, Sikar ",Affiliated College,Rajasthan,Sikar
27157,"Rajasthan University, Jaipur ","Adarsh Mahila Mahavidyalaya, Bharatpur ",Affiliated College,Rajasthan,Bharatpur
27158,"Rajasthan University, Jaipur ","Adarsh Rajasthan Mahavi., Jhunjhunun ",Affiliated College,Rajasthan,Jhunjhunun
27159,"Rajasthan University, Jaipur ","Adarsh Shikshak Prashikshan Sansthan, Sikar ",Affiliated College,Rajasthan,Sikar
27160,"Rajasthan University, Jaipur ","Advait Mahila Mahavidyalaya, Dausa ",Affiliated College,Rajasthan,Dausa
27161,"Rajasthan University, Jaipur ","Agrasen Mahila Shikshak Prashikshan Mahavi., Alwar ",Affiliated College,Rajasthan,Alwar
27162,"Rajasthan University, Jaipur ","Agrawal Evening College, Jaipur ",Affiliated College,Rajasthan,Jaipur
27163,"Rajasthan University, Jaipur ","Agrawal P.G. College, Jaipur ",Affiliated College,Rajasthan,Jaipur
27164,"Rajasthan University, Jaipur ","Agrawal Shikshak Prashikshan Mahavi., Jaipur ",Affiliated College,Rajasthan,Jaipur
27165,"Rajasthan University, Jaipur ","Agrsen Mahila Mahavidyalaya, Jaipur ",Affiliated College,Rajasthan,Jaipur
27166,"Rajasthan University, Jaipur ","Ahangran Girls College, Jaipur ",Affiliated College,Rajasthan,Jaipur
27167,"Rajasthan University, Jaipur ","Ahinsa T T College, Jaipur ",Affiliated College,Rajasthan,Jaipur
27168,"Rajasthan University, Jaipur ","Ajitgarh College, Sikar ",Affiliated College,Rajasthan,Sikar
27169,"Rajasthan University, Jaipur ","Akahdeep P G Mahila Mahavidyalaya, Jaipur ",Affiliated College,Rajasthan,Jaipur
27170,"Rajasthan University, Jaipur ","Akashdeep TT Girls College, Jaipur ",Affiliated College,Rajasthan,Jaipur
27171,"Rajasthan University, Jaipur ","Akhandata Mahila Mahavidyalaya, Jaipur ",Affiliated College,Rajasthan,Jaipur
27172,"Rajasthan University, Jaipur ","Alankar Mahila B.Ed. College, Jaipur ",Affiliated College,Rajasthan,Jaipur
27173,"Rajasthan University, Jaipur ","Alankar Mahila P G Mahavidyalaya, Jaipur ",Affiliated College,Rajasthan,Jaipur
27174,"Rajasthan University, Jaipur ","Alwar Management Studies, Alwar ",Affiliated College,Rajasthan,Alwar
27175,"Rajasthan University, Jaipur ","Alwar T T College, Alwar ",Affiliated College,Rajasthan,Alwar
27176,"Rajasthan University, Jaipur ","Ambedkar Girls College Laxmipura, Sikar ",Affiliated College,Rajasthan,Sikar
27177,"Rajasthan University, Jaipur ","Ambika T T College, Jhunjhunun ",Affiliated College,Rajasthan,Jhunjhunun
27178,"Rajasthan University, Jaipur ","Amer Maharaja College, Jaipur ",Affiliated College,Rajasthan,Jaipur
27179,"Rajasthan University, Jaipur ","Amman T T College, Jhunjhunun ",Affiliated College,Rajasthan,Jhunjhunun
27180,"Rajasthan University, Jaipur ","Amrit Mahavidyalaya, Dausa ",Affiliated College,Rajasthan,Dausa
27181,"Rajasthan University, Jaipur ","Ananad Mahavidyalaya, Alwar ",Affiliated College,Rajasthan,Alwar
27182,"Rajasthan University, Jaipur ","Anand Mahila Shikshak Prashikshan Mahavi., Bharatpur ",Affiliated College,Rajasthan,Bharatpur
27183,"Rajasthan University, Jaipur ","Anand T T College, Alwar ",Affiliated College,Rajasthan,Alwar
27184,"Rajasthan University, Jaipur ","A N B.Ed. College, Jaipur ",Affiliated College,Rajasthan,Jaipur
27185,"Rajasthan University, Jaipur ","A.N. College, Jaipur ",Affiliated College,Rajasthan,Jaipur
27186,"Rajasthan University, Jaipur ","A N College, Sikar ",Affiliated College,Rajasthan,Sikar
27187,"Rajasthan University, Jaipur ","Annapurna Shikshak Prashikshan Sansthan, Sikar ",Affiliated College,Rajasthan,Sikar
27188,"Rajasthan University, Jaipur ","Anniebeasent Girls College, Alwar ",Affiliated College,Rajasthan,Alwar
27189,"Rajasthan University, Jaipur ","Annupurna Mahavidyalaya, Sikar ",Affiliated College,Rajasthan,Sikar
27190,"Rajasthan University, Jaipur ","Annu Shree PG Mahila Mahavidyalaya, Dausa ",Affiliated College,Rajasthan,Dausa
27191,"Rajasthan University, Jaipur ","A N TT College, Sikar ",Affiliated College,Rajasthan,Sikar
27192,"Rajasthan University, Jaipur ","Anuradha Mahila Shikshak Prashikshan Mahavi., Jaipur ",Affiliated College,Rajasthan,Jaipur
27193,"Rajasthan University, Jaipur ","Apex Inst. of Mgt. Sc., Jaipur ",Affiliated College,Rajasthan,Jaipur
27194,"Rajasthan University, Jaipur ","Aravali College, Alwar ",Affiliated College,Rajasthan,Alwar
27195,"Rajasthan University, Jaipur ","Aravali T T College, Sikar ",Affiliated College,Rajasthan,Sikar
27196,"Rajasthan University, Jaipur ","Arawali PG College, Sikar ",Affiliated College,Rajasthan,Sikar
27197,"Rajasthan University, Jaipur ","Arch Academy of Design, Jaipur ",Affiliated College,Rajasthan,Jaipur
27198,"Rajasthan University, Jaipur ","Aryaan Mahavidyalaya, Sikar ",Affiliated College,Rajasthan,Sikar
27199,"Rajasthan University, Jaipur ","Arya Kanya Mahavidyalaya, Alwar ",Affiliated College,Rajasthan,Alwar
27200,"Rajasthan University, Jaipur ","Arya Mahavi., Jhunjhunun ",Affiliated College,Rajasthan,Jhunjhunun
27201,"Rajasthan University, Jaipur ","Arya Mahila T T College, Alwar ",Affiliated College,Rajasthan,Alwar
27202,"Rajasthan University, Jaipur ","Arya Mahila T T College, Jaipur ",Affiliated College,Rajasthan,Jaipur
27203,"Rajasthan University, Jaipur ","Aryan Mahavidyalaya, Jaipur ",Affiliated College,Rajasthan,Jaipur
27204,"Rajasthan University, Jaipur ","Arya Shikshak Prashikshan Mahavi., Sikar ",Affiliated College,Rajasthan,Sikar
27205,"Rajasthan University, Jaipur ","Arya Vidyapeeth PG Girls College, Bharatpur ",Affiliated College,Rajasthan,Bharatpur
27206,"Rajasthan University, Jaipur ","Asian Mahavidyalaya, Jaipur ",Affiliated College,Rajasthan,Jaipur
27207,"Rajasthan University, Jaipur ","Asia Pacific Inst. of Mgt., Jaipur ",Affiliated College,Rajasthan,Jaipur
27208,"Rajasthan University, Jaipur ","Astha Colege of Edu., Jaipur ",Affiliated College,Rajasthan,Jaipur
27209,"Rajasthan University, Jaipur ","A V M T T College, Bharatpur ",Affiliated College,Rajasthan,Bharatpur
27210,"Rajasthan University, Jaipur ","AVP Mahila Mahavidyalaya, Dausa ",Affiliated College,Rajasthan,Dausa
27211,"Rajasthan University, Jaipur ","AVP PG College, Dausa ",Affiliated College,Rajasthan,Dausa
27212,"Rajasthan University, Jaipur ","Baba Bhagwan Das T T College, Alwar ",Affiliated College,Rajasthan,Alwar
27213,"Rajasthan University, Jaipur ","Baba Gangadas Govt. Girls College, Jaipur ",Affiliated College,Rajasthan,Jaipur
27214,"Rajasthan University, Jaipur ","Baba Ganga nath Co-ed College, Jhunjhunun ",Affiliated College,Rajasthan,Jhunjhunun
27215,"Rajasthan University, Jaipur ","Baba Ganganath T T College,Jhunjhunun ",Affiliated College,Rajasthan,Jhunjhunun
27216,"Rajasthan University, Jaipur ","Baba Kheenva Das PG Mahavidylaya, Sikar ",Affiliated College,Rajasthan,Sikar
27217,"Rajasthan University, Jaipur ","Baba Khetanath Mahila Shikshak Prashikshan Mahjavi., Alwar ",Affiliated College,Rajasthan,Alwar
27218,"Rajasthan University, Jaipur ","Baba Khetanath Women PG College, Alwar ",Affiliated College,Rajasthan,Alwar
27219,"Rajasthan University, Jaipur ","Baba Mohanram Kissan Co.Edu. PG College, Alwar ",Affiliated College,Rajasthan,Alwar
27220,"Rajasthan University, Jaipur ","Baba Narayandas Mahila Shikshak Prashikshan Sansthan, Sikar ",Affiliated College,Rajasthan,Sikar
27221,"Rajasthan University, Jaipur ","Baba Narayandas T T College, Jaipur ",Affiliated College,Rajasthan,Jaipur
27222,"Rajasthan University, Jaipur ","Baba Narsingh Das Mahila Shikshak Prashikshan Mahavi., Sikar ",Affiliated College,Rajasthan,Sikar
27223,"Rajasthan University, Jaipur ","Baba Narsingh Das PG College, Sikar ",Affiliated College,Rajasthan,Sikar
27224,"Rajasthan University, Jaipur ","Baba Shayam Rishi Sanskrit Mahila Mahavidyalaya, Sikar ",Affiliated College,Rajasthan,Sikar
27225,"Rajasthan University, Jaipur ","Baba Shri Baldev Das Mahavidyalaya, Sikar ",Affiliated College,Rajasthan,Sikar
27226,"Rajasthan University, Jaipur ","Baba Shri Narayandash Shikshak Prashikshan Mahila Mahavi., Alwar ",Affiliated College,Rajasthan,Alwar
27227,"Rajasthan University, Jaipur ","Baba Shyam T T College, Sikar ",Affiliated College,Rajasthan,Sikar
27228,"Rajasthan University, Jaipur ","Baba Umad Singh College, Jhunjhunun ",Affiliated College,Rajasthan,Jhunjhunun
27229,"Rajasthan University, Jaipur ","Babu Bhagwan Das Mahila Mahavidyalaya, Alwar ",Affiliated College,Rajasthan,Alwar
27230,"Rajasthan University, Jaipur ","Babu Narayan Das P.G. College, Jaipur ",Affiliated College,Rajasthan,Jaipur
27231,"Rajasthan University, Jaipur ","Babu Shri Narayandas Abhinav PG Mahila Mahavidyalaya, Alwar ",Affiliated College,Rajasthan,Alwar
27232,"Rajasthan University, Jaipur ","Babu Sobharam Govt. Arts College, Alwar ",Affiliated College,Rajasthan,Alwar
27233,"Rajasthan University, Jaipur ","Bagaria B.Ed. College, Sikar ",Affiliated College,Rajasthan,Sikar
27234,"Rajasthan University, Jaipur ","Bagru Mahila Mahavidyalaya, Jaipur ",Affiliated College,Rajasthan,Jaipur
27235,"Rajasthan University, Jaipur ","Bagru Shikshak Prashikahan Mahavi., Jaipur ",Affiliated College,Rajasthan,Jaipur
27236,"Rajasthan University, Jaipur ","Bajrang PG College, Bharatpur ",Affiliated College,Rajasthan,Bharatpur
27237,"Rajasthan University, Jaipur ","Bajrang TT College, Bharatpur ",Affiliated College,Rajasthan,Bharatpur
27238,"Rajasthan University, Jaipur ","Balaji T T College, Jhunjhunun ",Affiliated College,Rajasthan,Jhunjhunun
27239,"Rajasthan University, Jaipur ","Bal Bharti T T College, Alwar ",Affiliated College,Rajasthan,Alwar
27240,"Rajasthan University, Jaipur ","Balhans Mahila Mahavidyalaya, Dausa ",Affiliated College,Rajasthan,Dausa
27241,"Rajasthan University, Jaipur ","Bal Sadhana Girls College, Jhunjhunun ",Affiliated College,Rajasthan,Jhunjhunun
27242,"Rajasthan University, Jaipur ","Bandhu Balika Mahavidyalaya, Sikar ",Affiliated College,Rajasthan,Sikar
27243,"Rajasthan University, Jaipur ","Banshiwala Mahila Mahavi., Sikar ",Affiliated College,Rajasthan,Sikar
27244,"Rajasthan University, Jaipur ","Bansur Mahila College, Alwar ",Affiliated College,Rajasthan,Alwar
27245,"Rajasthan University, Jaipur ","Bansur PG College, Alwar ",Affiliated College,Rajasthan,Alwar
27246,"Rajasthan University, Jaipur ","BBD Govt PG College, Jaipur ",Affiliated College,Rajasthan,Jaipur
27247,"Rajasthan University, Jaipur ","B D Memorial B.Ed. College, Jaipur ",Affiliated College,Rajasthan,Jaipur
27248,"Rajasthan University, Jaipur ","B.D., M.L. College, Alwar ",Affiliated College,Rajasthan,Alwar
27249,"Rajasthan University, Jaipur ","Behror College, Alwar ",Affiliated College,Rajasthan,Alwar
27250,"Rajasthan University, Jaipur ","Bhagwan Mahaveer College & Research Centre, Jaipur ",Affiliated College,Rajasthan,Jaipur
27251,"Rajasthan University, Jaipur ","Bhagwan Mahaveer Law College & Research Centre, Jaipur ",Affiliated College,Rajasthan,Jaipur
27252,"Rajasthan University, Jaipur ","Bhaliya Devi Balika PG Mahavi., Jhunjhunun ",Affiliated College,Rajasthan,Jhunjhunun
27253,"Rajasthan University, Jaipur ","Bhanwar Kanwar Sugan Singh Shiksha Mahavi., Jhunjhunun ",Affiliated College,Rajasthan,Jhunjhunun
27254,"Rajasthan University, Jaipur ","Bharat law College, Jaipur ",Affiliated College,Rajasthan,Jaipur
27255,"Rajasthan University, Jaipur ","Bharatraj Mahavi., Sikar ",Affiliated College,Rajasthan,Sikar
27256,"Rajasthan University, Jaipur ","Bharti Mahila Mahavidyalaya, Jaipur ",Affiliated College,Rajasthan,Jaipur
27257,"Rajasthan University, Jaipur ","Bharti T T College, Bharatpur ",Affiliated College,Rajasthan,Bharatpur
27258,"Rajasthan University, Jaipur ","Bharti Vidhyapeeth, Jaipur ",Affiliated College,Rajasthan,Jaipur
27259,"Rajasthan University, Jaipur ","Bharti Vidyapeeth T T College, Jaipur ",Affiliated College,Rajasthan,Jaipur
27260,"Rajasthan University, Jaipur ","Bhartiya Balika Shikshak Prashikashan Mahavi., Sikar ",Affiliated College,Rajasthan,Sikar
27261,"Rajasthan University, Jaipur ","Bhartiya College, Alwar ",Affiliated College,Rajasthan,Alwar
27262,"Rajasthan University, Jaipur ","Bhartiya Mahavidyalaya, Dausa ",Affiliated College,Rajasthan,Dausa
27263,"Rajasthan University, Jaipur ","Bhartiya Mahavi., Sikar ",Affiliated College,Rajasthan,Sikar
27264,"Rajasthan University, Jaipur ","Bhartiya Mahila PG Mahavi., Sikar ",Affiliated College,Rajasthan,Sikar
27265,"Rajasthan University, Jaipur ","Bhartiya Prashikshan Sansthan, Alwar ",Affiliated College,Rajasthan,Alwar
27266,"Rajasthan University, Jaipur ","Bhartiya T T College, Alwar ",Affiliated College,Rajasthan,Alwar
27267,"Rajasthan University, Jaipur ","Bhartiya T T College, Sikar ",Affiliated College,Rajasthan,Sikar
27268,"Rajasthan University, Jaipur ","Bhaskar Kanya PG Mahavi., Jhunjhunun ",Affiliated College,Rajasthan,Jhunjhunun
27269,"Rajasthan University, Jaipur ","Bhavan's College of Communication & Mgt., Jaipur ",Affiliated College,Rajasthan,Jaipur
27270,"Rajasthan University, Jaipur ","Bhura Ram Mahavi., Jhunjhunun ",Affiliated College,Rajasthan,Jhunjhunun
27271,"Rajasthan University, Jaipur ","Biff & Bright College of Tech. Edu., Jaipur ",Affiliated College,Rajasthan,Jaipur
27272,"Rajasthan University, Jaipur ","Biff & Bright T T College, Jaipur ",Affiliated College,Rajasthan,Jaipur
27273,"Rajasthan University, Jaipur ","Bihari Lal Mahavi., Jhunjhunun ",Affiliated College,Rajasthan,Jhunjhunun
27274,"Rajasthan University, Jaipur ","Birbal Memoroal TT College, Alwar ",Affiliated College,Rajasthan,Alwar
27275,"Rajasthan University, Jaipur ","Biyani College of Sc. & Mgt., Jaipur ",Affiliated College,Rajasthan,Jaipur
27276,"Rajasthan University, Jaipur ","Biyani Girls College., B.ed. College, Jaipur ",Affiliated College,Rajasthan,Jaipur
27277,"Rajasthan University, Jaipur ","Biyani Girls College, Jaipur ",Affiliated College,Rajasthan,Jaipur
27278,"Rajasthan University, Jaipur ","BPS T T College, Sikar ",Affiliated College,Rajasthan,Sikar
27279,"Rajasthan University, Jaipur ","Brajesh Mahila Shikshak Prashikshan Mahavi, Dhaulpur ",Affiliated College,Rajasthan,Dhaulpur
27280,"Rajasthan University, Jaipur ","B R College of Edu., Dhaulpur ",Affiliated College,Rajasthan,Dhaulpur
27281,"Rajasthan University, Jaipur ","Bright Future TT College, Jaipur ",Affiliated College,Rajasthan,Jaipur
27282,"Rajasthan University, Jaipur ","Bright Moon B.Ed. College, Jaipur ",Affiliated College,Rajasthan,Jaipur
27283,"Rajasthan University, Jaipur ","Bright Moon Girls P.G. College, Jaipur ",Affiliated College,Rajasthan,Jaipur
27284,"Rajasthan University, Jaipur ","Brightways B.Ed. College, Jaipur ",Affiliated College,Rajasthan,Jaipur
27285,"Rajasthan University, Jaipur ","Brijdham Mahavidyalaya, Bharatpur ",Affiliated College,Rajasthan,Bharatpur
27286,"Rajasthan University, Jaipur ","Brijesh Mahila Mahavidyalaya, Dhaulpur ",Affiliated College,Rajasthan,Dhaulpur
27287,"Rajasthan University, Jaipur ","B.R. Memorial Mahila Mahavidyalaya, Jaipur ",Affiliated College,Rajasthan,Jaipur
27288,"Rajasthan University, Jaipur ","B R Memorial T T College, Jaipur ",Affiliated College,Rajasthan,Jaipur
27289,"Rajasthan University, Jaipur ","B R TT College, Alwar ",Affiliated College,Rajasthan,Alwar
27290,"Rajasthan University, Jaipur ","BR T T College, Alwar ",Affiliated College,Rajasthan,Alwar
27291,"Rajasthan University, Jaipur ","B S Memorial B.Ed. College, Sikar ",Affiliated College,Rajasthan,Sikar
27292,"Rajasthan University, Jaipur ","BS Memorial College, Sikar ",Affiliated College,Rajasthan,Sikar
27293,"Rajasthan University, Jaipur ","B.S.N. College, Jaipur ",Affiliated College,Rajasthan,Jaipur
27294,"Rajasthan University, Jaipur ","Cambridge Court College of Edu., Jaipur ",Affiliated College,Rajasthan,Jaipur
27295,"Rajasthan University, Jaipur ","Cambridge Kanya PG Mahavidyalaya, Sikar ",Affiliated College,Rajasthan,Sikar
27296,"Rajasthan University, Jaipur ","Career T T College, Jhunjhunun ",Affiliated College,Rajasthan,Jhunjhunun
27297,"Rajasthan University, Jaipur ","Centre for Ele. Governance, Jaipur ",Affiliated College,Rajasthan,Jaipur
27298,"Rajasthan University, Jaipur ","Chanchal Ahilya Umrawati Mahila PG, Jhunjhunun ",Affiliated College,Rajasthan,Jhunjhunun
27299,"Rajasthan University, Jaipur ","Chandra Prabha Digamber Jain Mahila TT College, Alwar ",Affiliated College,Rajasthan,Alwar
27300,"Rajasthan University, Jaipur ","Chandraprabh Dig. Jain Kanya Mahavidyalaya, Alwar ",Affiliated College,Rajasthan,Alwar
27301,"Rajasthan University, Jaipur ","Chaudhary Goli Singh College, Bharatpur ",Affiliated College,Rajasthan,Bharatpur
27302,"Rajasthan University, Jaipur ","Chhatrapati Shivaji B.Ed. College, Jaipur ",Affiliated College,Rajasthan,Jaipur
27303,"Rajasthan University, Jaipur ","CHHATRAPATI SHIVAJI MAHAVIDYALAYA, JAIPUR ",Affiliated College,Rajasthan,Jaipur
27304,"Rajasthan University, Jaipur ","Children's Academy B.Ed. College, Alwar ",Affiliated College,Rajasthan,Alwar
27305,"Rajasthan University, Jaipur ","Chirawa PG College, Jhunjhunun ",Affiliated College,Rajasthan,Jhunjhunun
27306,"Rajasthan University, Jaipur ","Chirawa Vidya Niketan Kanya Mahavi., Jhunjhunun ",Affiliated College,Rajasthan,Jhunjhunun
27307,"Rajasthan University, Jaipur ","Ch. Jagan Singh Edu. Inst., Bharatpur ",Affiliated College,Rajasthan,Bharatpur
27308,"Rajasthan University, Jaipur ","Choudhary Birbal Ram Mahaviyalaya, Jhunjhunun ",Affiliated College,Rajasthan,Jhunjhunun
27309,"Rajasthan University, Jaipur ","Choudhary Charan SIngh PG Mahavi., Sikar ",Affiliated College,Rajasthan,Sikar
27310,"Rajasthan University, Jaipur ","Choudhary Charan Singh Shikshak Sammitee, Sikar ",Affiliated College,Rajasthan,Sikar
27311,"Rajasthan University, Jaipur ","Choudhary RR Memorial PG Mahavi., Sikar ",Affiliated College,Rajasthan,Sikar
27312,"Rajasthan University, Jaipur ","Choudhary TT College, Jaipur ",Affiliated College,Rajasthan,Jaipur
27313,"Rajasthan University, Jaipur ","CL Mahavidyalaya, Dhaulpur ",Affiliated College,Rajasthan,Dhaulpur
27314,"Rajasthan University, Jaipur ","Compucom Inst. of Infor. Tech. & Mgt., Jaipur ",Affiliated College,Rajasthan,Jaipur
27315,"Rajasthan University, Jaipur ","CRC TT College, Alwar ",Affiliated College,Rajasthan,Alwar
27316,"Rajasthan University, Jaipur ","Dakha Devi Mahavidyalaya, Dausa ",Affiliated College,Rajasthan,Dausa
27317,"Rajasthan University, Jaipur ","Dausa College, Dausa ",Affiliated College,Rajasthan,Dausa
27318,"Rajasthan University, Jaipur ","Dausa Law College, Dausa ",Affiliated College,Rajasthan,Dausa
27319,"Rajasthan University, Jaipur ","Dayanand Arya Vedic College, Jaipur ",Affiliated College,Rajasthan,Jaipur
27320,"Rajasthan University, Jaipur ","D.B. College, Alwar ",Affiliated College,Rajasthan,Alwar
27321,"Rajasthan University, Jaipur ","D C S Girls College, Jaipur ",Affiliated College,Rajasthan,Jaipur
27322,"Rajasthan University, Jaipur ","DCS Mahila T T College, Jaipur ",Affiliated College,Rajasthan,Jaipur
27323,"Rajasthan University, Jaipur ","D C S P.G. College, Jaipur ",Affiliated College,Rajasthan,Jaipur
27324,"Rajasthan University, Jaipur ","Deen Dayal College, Sikar ",Affiliated College,Rajasthan,Sikar
27325,"Rajasthan University, Jaipur ","Deendayal Shikshak Prashikshan Mahavi., Sikar ",Affiliated College,Rajasthan,Sikar
27326,"Rajasthan University, Jaipur ","Deep International College, Jaipur ",Affiliated College,Rajasthan,Jaipur
27327,"Rajasthan University, Jaipur ","Deep International College of Edu., Alwar ",Affiliated College,Rajasthan,Alwar
27328,"Rajasthan University, Jaipur ","Deepshikha College of Technical Education, Jaipur ",Affiliated College,Rajasthan,Jaipur
27329,"Rajasthan University, Jaipur ","Deepshikha TT College, Jaipur ",Affiliated College,Rajasthan,Jaipur
27330,"Rajasthan University, Jaipur ","Devansh Mahavidyalaya, Jaipur ",Affiliated College,Rajasthan,Jaipur
27331,"Rajasthan University, Jaipur ","Dev B.Ed. Girls College, Jaipur ",Affiliated College,Rajasthan,Jaipur
27332,"Rajasthan University, Jaipur ","Dev Global Mahila Mahvi., Jhunjhunun ",Affiliated College,Rajasthan,Jhunjhunun
27333,"Rajasthan University, Jaipur ","Devi Dutt Dalmia College of Physical Education, Jaipur ",Affiliated College,Rajasthan,Jaipur
27334,"Rajasthan University, Jaipur ","Dev International College for Girls, Alwar ",Affiliated College,Rajasthan,Alwar
27335,"Rajasthan University, Jaipur ","Dev P G College, Jaipur ",Affiliated College,Rajasthan,Jaipur
27336,"Rajasthan University, Jaipur ","Dharam Chand College, Alwar ",Affiliated College,Rajasthan,Alwar
27337,"Rajasthan University, Jaipur ","Dhattarwal T T College, Jhunjhunun ",Affiliated College,Rajasthan,Jhunjhunun
27338,"Rajasthan University, Jaipur ","Dholaplash B.Ed. College, Alwar ",Affiliated College,Rajasthan,Alwar
27339,"Rajasthan University, Jaipur ","Disha, Jaipur ",Affiliated College,Rajasthan,Jaipur
27340,"Rajasthan University, Jaipur ","DPM College, Bharatpur ",Affiliated College,Rajasthan,Bharatpur
27341,"Rajasthan University, Jaipur ","Dr. B. Lal Institute of Biotechnology, Jaipur ",Affiliated College,Rajasthan,Jaipur
27342,"Rajasthan University, Jaipur ","Dr. B. R Ambedkar P G College, Jaipur ",Affiliated College,Rajasthan,Jaipur
27343,"Rajasthan University, Jaipur ","DRM College, Dhaulpur ",Affiliated College,Rajasthan,Dhaulpur
27344,"Rajasthan University, Jaipur ","Dr. Mohan Lal Peeramal Balika Mahavi., Jhunjhunun ",Affiliated College,Rajasthan,Jhunjhunun
27345,"Rajasthan University, Jaipur ","Dr. Radha Kishan TT College, Alwar ",Affiliated College,Rajasthan,Alwar
27346,"Rajasthan University, Jaipur ","Dr. Shankar Dayal Sharma P G College, Jaipur ",Affiliated College,Rajasthan,Jaipur
27347,"Rajasthan University, Jaipur ","Durga Devi T T College, Alwar ",Affiliated College,Rajasthan,Alwar
27348,"Rajasthan University, Jaipur ","Eashwaramma Shikshak Prashkshan Mahavi., Jaipur ",Affiliated College,Rajasthan,Jaipur
27349,"Rajasthan University, Jaipur ","Ekta Mahavidyalaya, Sikar ",Affiliated College,Rajasthan,Sikar
27350,"Rajasthan University, Jaipur ","Excdellence Girls Education College, Sikar ",Affiliated College,Rajasthan,Sikar
27351,"Rajasthan University, Jaipur ","Excellence Kanya Mahavi., Sikar ",Affiliated College,Rajasthan,Sikar
27352,"Rajasthan University, Jaipur ","Five Years Int. Law College, Jaipur ",Constituent / University College,Rajasthan,Jaipur
27353,"Rajasthan University, Jaipur ","Gandhi Mahila Mahavidyalaya, Kishangarh ",Affiliated College,Rajasthan,Jaipur
27354,"Rajasthan University, Jaipur ","Gandhi Vidya Mandir Mahila T T College, Sikar ",Affiliated College,Rajasthan,Sikar
27355,"Rajasthan University, Jaipur ","Gandi Devi Shikshan Sansthan, Jaipur ",Affiliated College,Rajasthan,Jaipur
27356,"Rajasthan University, Jaipur ","Gangadhar T T College, Jhunjhunun ",Affiliated College,Rajasthan,Jhunjhunun
27357,"Rajasthan University, Jaipur ","Ganpati Mahila Mahavidyalaya, Jaipur ",Affiliated College,Rajasthan,Jaipur
27358,"Rajasthan University, Jaipur ","Ganpati T T College, Jaipur ",Affiliated College,Rajasthan,Jaipur
27359,"Rajasthan University, Jaipur ","Gargi Girls College, Alwar ",Affiliated College,Rajasthan,Alwar
27360,"Rajasthan University, Jaipur ","Gargi T T College, Alwar ",Affiliated College,Rajasthan,Alwar
27361,"Rajasthan University, Jaipur ","Gaurav College of Edu., Jaipur ",Affiliated College,Rajasthan,Jaipur
27362,"Rajasthan University, Jaipur ","G B College, Bharatpur ",Affiliated College,Rajasthan,Bharatpur
27363,"Rajasthan University, Jaipur ","G D College, Jaipur ",Affiliated College,Rajasthan,Jaipur
27364,"Rajasthan University, Jaipur ","G D Girls College, Alwar ",Affiliated College,Rajasthan,Alwar
27365,"Rajasthan University, Jaipur ","G.D. Girls College, Alwar ",Affiliated College,Rajasthan,Alwar
27366,"Rajasthan University, Jaipur ","GD ML Patwari PG Mahila Mahavi., Sikar ",Affiliated College,Rajasthan,Sikar
27367,"Rajasthan University, Jaipur ","Geeta Bajaj Girls TT College, Jaipur ",Affiliated College,Rajasthan,Jaipur
27368,"Rajasthan University, Jaipur ","Geeta Balika Mahavi., Jhunjhunun ",Affiliated College,Rajasthan,Jhunjhunun
27369,"Rajasthan University, Jaipur ","Geeta Devi Degree Kishan Garh Road, Alwar ",Affiliated College,Rajasthan,Alwar
27370,"Rajasthan University, Jaipur ","Geeta Devi T T College, Alwar ",Affiliated College,Rajasthan,Alwar
27371,"Rajasthan University, Jaipur ","GHATALA MAHAVIDHYALAY, BAGRU ",Affiliated College,Rajasthan,Jaipur
27372,"Rajasthan University, Jaipur ","GIMT College, Bharatpur ",Affiliated College,Rajasthan,Bharatpur
27373,"Rajasthan University, Jaipur ","Ginni Devi Satyanarayan Shekhsari Kanya PG Mahavi., Jhunjhunun ",Affiliated College,Rajasthan,Jhunjhunun
27374,"Rajasthan University, Jaipur ","Global College, Dausa ",Affiliated College,Rajasthan,Dausa
27375,"Rajasthan University, Jaipur ","Global College, Jhunjhunun ",Affiliated College,Rajasthan,Jhunjhunun
27376,"Rajasthan University, Jaipur ","Global T T College, Alwar ",Affiliated College,Rajasthan,Alwar
